Country,Year,Owner,Species,Variety,Color,Production_Bag,KG_x_Bag,Total_Production,Score_Aroma,Score_Flavor,Score_Aftertaste,Score_Acidity,Score_Body,Score_Balance,Score_Uniformity,Score_Sweetness,Score_Moisture,Score_Total
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,0.11,76.33
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,,11,1.0,11.0,7.42,7.0,6.83,7.08,6.92,6.83,7.33,10.0,0.16,76.17
Philippines,2012,ana gonzales,Arabica,,Green,1,2.0,2.0,6.83,6.5,6.5,6.92,6.75,7.0,9.33,9.33,0.12,75.83
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,0.11,75.58
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Unknown,250,1.0,250.0,6.67,6.5,6.33,7.0,7.17,6.75,8.67,10.0,0.12,75.58
Mexico,2012,francisco hernandez lorenzo,Arabica,Mundo Novo,Green,100,1.0,100.0,7.17,6.92,6.67,6.83,7.25,7.75,10.0,10.0,0.11,75.17
Mexico,2012,montegrande,Arabica,Other,Unknown,36,1.0,36.0,7.25,6.83,6.67,7.08,7.17,6.83,10.0,10.0,0.12,75.17
Mexico,2012,martin jimenez casiano,Arabica,Typica,Bluish-Green,18,1.0,18.0,7.17,7.17,6.83,7.17,7.42,6.67,8.67,10.0,0.13,75.17
Mexico,2012,"grupo juvenil magtayani, ac",Arabica,Typica,Green,43,1.0,43.0,7.0,6.92,6.75,6.92,7.17,6.83,10.0,10.0,0.14,75.0
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,,14,1.0,14.0,7.08,6.75,6.58,7.0,7.0,6.75,8.67,10.0,0.17,74.92
Mexico,2012,pablo enrique martinez gama,Arabica,Typica,Green,20,1.0,20.0,7.33,6.75,6.67,7.25,7.5,7.0,10.0,10.0,0.12,74.83
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Unknown,250,1.0,250.0,6.75,6.5,6.17,7.0,7.25,6.75,8.0,10.0,0.11,74.75
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Unknown,250,1.0,250.0,6.75,6.67,6.17,7.17,7.0,6.58,8.0,10.0,0.11,74.75
Mexico,2012,jorge octavio escamilla prado,Arabica,Typica,Green,20,1.0,20.0,7.0,6.58,6.67,6.83,7.08,6.83,10.0,10.0,0.14,74.33
Mexico,2012,myrna roxana galvez gonzalez,Arabica,Typica,,100,1.0,100.0,6.92,6.42,6.17,7.33,7.25,6.75,10.0,10.0,0.13,74.0
Mexico,2012,eugene holman pew,Arabica,Typica,Green,20,1.0,20.0,7.67,7.0,7.17,7.58,7.33,7.33,10.0,10.0,0.12,73.83
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Unknown,22,45.3592,997.9024000000001,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,0.0,73.67
Mexico,2012,jose armando norberto borzani lemini,Arabica,Mundo Novo,Green,10,1.0,10.0,6.92,6.92,6.92,6.92,7.17,7.0,10.0,10.0,0.12,71.08
Mexico,2012,ricardo aaron sampieri marini,Arabica,Bourbon,Green,25,1.0,25.0,6.5,6.67,6.42,7.17,7.33,6.5,8.0,10.0,0.11,71.0
Mexico,2012,juan carlos garcia lopez,Arabica,Bourbon,,12,1.0,12.0,7.08,6.83,6.25,7.42,7.25,6.75,10.0,10.0,0.11,68.33
Haiti,2012,myriam kaplan-pasternak,Arabica,Typica,Blue-Green,1,2.0,2.0,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,0.14,67.92
Guatemala,2012,juan luis alvarado romero,Arabica,Catuai,Green,275,1.0,275.0,7.5,6.67,6.67,7.67,7.33,6.67,8.0,1.33,0.1,59.83
India,2012,andrew hetzel,Robusta,,Green,200,1.0,200.0,8.0,7.92,7.67,8.0,7.75,7.92,10.0,7.75,0.0,82.75
United States,2012,andrew hetzel,Robusta,Arusha,Green,100,1.0,100.0,7.92,7.5,7.42,7.42,7.42,7.42,9.33,7.58,0.0,79.33
Brazil,2013,ji-ae ahn,Arabica,,Bluish-Green,100,30.0,3000.0,8.58,8.42,8.42,8.5,8.25,8.33,10.0,10.0,0.11,88.83
Ethiopia,2013,ji-ae ahn,Arabica,,Bluish-Green,100,60.0,6000.0,8.42,8.17,7.92,8.17,8.33,8.0,10.0,10.0,0.11,87.08
Uganda,2013,kabum trading company,Arabica,SL14,Green,100,60.0,6000.0,8.42,8.17,8.17,8.17,7.83,7.92,10.0,10.0,0.12,86.83
Kenya,2013,daniel magu,Arabica,SL34,Blue-Green,320,1.0,320.0,8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,0.12,86.25
Colombia,2013,lusso lab,Arabica,Caturra,Green,1,2.0,2.0,7.75,7.92,7.83,8.08,8.08,8.17,10.0,10.0,0.12,86.0
Kenya,2013,lusso lab,Arabica,SL28,Green,1,1.0,1.0,7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,0.11,86.0
Uganda,2013,kawacom uganda ltd,Arabica,SL14,Green,1,60.0,60.0,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,0.12,85.92
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Blue-Green,275,70.0,19250.0,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,0.0,85.92
Peru,2013,dane loraas,Arabica,,Green,280,2.26796,635.0288,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,0.1,85.75
El Salvador,2013,atlantic specialty coffee,Arabica,Bourbon,Blue-Green,275,2.0,550.0,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,0.1,85.58
Uganda,2013,kyagalanyi ltd,Arabica,SL14,Green,320,60.0,19200.0,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,0.12,85.5
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,0.11,85.5
Uganda,2013,great lakes coffee uganda,Arabica,SL14,Green,150,60.0,9000.0,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,0.12,85.42
Uganda,2013,kawacom uganda ltd,Arabica,SL14,Green,1,60.0,60.0,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,0.12,84.83
Kenya,2013,daniel magu,Arabica,Peaberry,Bluish-Green,100,60.0,6000.0,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,0.1,84.58
Colombia,2013,racafe & cia s.c.a,Arabica,Caturra,Unknown,75,70.0,5250.0,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,0.0,84.58
Kenya,2013,taylor winch (coffee) ltd.,Arabica,SL28,Green,11,60.0,660.0,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,0.0,84.58
China,2013,eric wu,Arabica,Other,Green,1,2.0,2.0,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,0.0,84.5
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,0.11,84.5
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,275,70.0,19250.0,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,0.0,84.33
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,0.11,84.25
Guatemala,2013,chris finch,Arabica,,Bluish-Green,275,2.26796,623.689,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,0.11,84.17
Kenya,2013,itochu corporation,Arabica,SL28,Green,300,60.0,18000.0,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,0.08,84.17
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,0.11,84.17
El Salvador,2013,atlantic specialty coffee,Arabica,Bourbon,Bluish-Green,275,2.0,550.0,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,0.11,84.17
Ethiopia,2013,lusso lab,Arabica,Other,Green,50,60.0,3000.0,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,0.09,84.0
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,270,70.0,18900.0,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,0.11,84.0
Costa Rica,2013,eric thormaehlen,Arabica,Catuai,Green,250,1.0,250.0,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,0.1,83.83
Ecuador,2013,garet alban,Arabica,,Bluish-Green,1,2.26796,2.26796,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,0.09,83.83
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,0.11,83.83
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,0.11,83.83
Uganda,2013,nile highland arabica coffee farmers,Arabica,Bourbon,Green,320,60.0,19200.0,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,0.12,83.75
United States,2013,german negron,Arabica,Other,Green,18,2.26796,40.82328,7.83,7.83,7.83,7.67,8.0,8.17,9.33,10.0,0.12,83.75
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Blue-Green,250,70.0,17500.0,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,0.0,83.75
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,275,70.0,19250.0,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,0.11,83.75
United States,2013,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Bluish-Green,12,45.3592,544.3104000000001,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,0.0,83.75
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,0.0,83.67
Colombia,2013,racafe & cia s.c.a,Arabica,Caturra,Green,250,70.0,17500.0,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,0.0,83.67
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,0.12,83.67
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,0.11,83.67
Uganda,2013,bulamburi coffee farmers association,Arabica,SL14,Green,100,60.0,6000.0,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,0.12,83.58
Guatemala,2013,the coffee source inc.,Arabica,Caturra,Green,250,1.0,250.0,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,0.1,83.5
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,0.0,83.5
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,0.11,83.5
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,0.1,83.42
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,0.11,83.42
Costa Rica,2013,eric thormaehlen,Arabica,Catuai,Green,250,1.0,250.0,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,0.11,83.33
Peru,2013,dane loraas,Arabica,,Green,280,2.26796,635.0288,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,0.12,83.33
Colombia,2013,carcafe ltda ci,Arabica,Caturra,Green,250,70.0,17500.0,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,0.11,83.33
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,0.11,83.33
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,275,70.0,19250.0,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,0.11,83.25
Mexico,2013,calixto guillen vazquez,Arabica,Bourbon,Green,200,1.0,200.0,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,0.12,83.25
Honduras,2013,mayra yessenia torres,Arabica,Catuai,Green,275,1.0,275.0,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,0.1,83.17
United States,2013,eileen koyanagi,Arabica,Hawaiian Kona,Bluish-Green,6,45.3592,272.15520000000004,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,0.11,83.17
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,0.11,83.17
Mexico,2013,nestor mendez gomez,Arabica,Typica,Green,45,1.0,45.0,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,0.11,83.17
United States,2013,eileen koyanagi,Arabica,Hawaiian Kona,Bluish-Green,16,45.3592,725.7472,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,0.12,83.08
Uganda,2013,star cafe ltd,Arabica,SL14,Green,300,60.0,18000.0,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,0.12,83.0
United States,2013,german negron,Arabica,Other,Bluish-Green,17,2.26796,38.55532,7.67,7.5,7.67,7.83,7.75,7.83,10.0,9.33,0.0,83.0
Costa Rica,2013,eric thormaehlen,Arabica,Catuai,Green,250,1.0,250.0,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,0.11,83.0
Colombia,2013,racafe & cia s.c.a,Arabica,Caturra,Green,120,70.0,8400.0,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,0.11,83.0
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,0.0,83.0
Colombia,2013,carcafe ltda ci,Arabica,Caturra,Green,250,70.0,17500.0,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,0.11,83.0
Colombia,2013,carcafe ltda ci,Arabica,Caturra,Green,250,70.0,17500.0,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,0.0,83.0
Uganda,2013,kawacom uganda ltd,Arabica,SL14,Green,1,60.0,60.0,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,0.12,82.92
Uganda,2013,nyapea coffee farmers association,Arabica,SL14,Green,1,60.0,60.0,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,0.12,82.92
Colombia,2013,racafe & cia s.c.a,Arabica,Caturra,Green,250,70.0,17500.0,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,0.11,82.92
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Bluish-Green,250,70.0,17500.0,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,0.0,82.92
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,0.11,82.92
Colombia,2013,olam agro colombia,Arabica,Other,Green,250,70.0,17500.0,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,0.11,82.92
Colombia,2013,"coffeebythebag.com , inc",Arabica,Typica,Green,40,1.0,40.0,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,0.0,82.83
Colombia,2013,racafe & cia s.c.a,Arabica,Caturra,Green,125,70.0,8750.0,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,0.11,82.83
United States,2013,eileen koyanagi,Arabica,Hawaiian Kona,Blue-Green,10,36.28736,362.8736,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,0.1,82.75
United States,2013,eileen koyanagi,Arabica,Hawaiian Kona,Green,6,45.3592,272.15520000000004,7.58,7.83,7.75,7.75,7.42,8.0,9.33,10.0,0.1,82.75
Colombia,2013,the coffee source inc.,Arabica,Caturra,Green,250,1.0,250.0,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,0.1,82.75
Mexico,2013,nestor mendez gomez,Arabica,Typica,Green,32,1.0,32.0,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,0.12,82.75
Uganda,2013,kawacom uganda ltd,Arabica,SL14,Green,1,60.0,60.0,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,0.12,82.67
Uganda,2013,kawacom uganda ltd,Arabica,SL14,Green,1,60.0,60.0,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,0.12,82.58
Costa Rica,2013,eric thormaehlen,Arabica,Catuai,Green,250,1.0,250.0,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,0.11,82.58
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Blue-Green,250,70.0,17500.0,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,0.11,82.58
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,0.11,82.58
Mexico,2013,lusso lab,Arabica,Other,Green,2,2.0,4.0,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,0.0,82.5
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,0.12,82.5
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,0.11,82.5
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,0.11,82.5
Guatemala,2013,the coffee source inc.,Arabica,Caturra,Green,250,1.0,250.0,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,0.1,82.42
Peru,2013,dane loraas,Arabica,,Green,320,2.26796,725.7472,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,0.0,82.42
Mexico,2013,manuel herrera juarez,Arabica,Bourbon,Green,10,1.0,10.0,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,0.12,82.42
Colombia,2013,racafe & cia s.c.a,Arabica,Caturra,Green,250,70.0,17500.0,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,0.11,82.42
Mexico,2013,nestor mendez gomez,Arabica,Typica,Green,49,1.0,49.0,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,0.12,82.42
Colombia,2013,the coffee source inc.,Arabica,Caturra,Green,250,3.0,750.0,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,0.1,82.33
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,0.12,82.33
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,0.0,82.33
Mexico,2013,alfredo bojalil,Arabica,Typica,Green,250,1.0,250.0,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,0.12,82.33
Mexico,2013,jesus carlos cardenas valdivia,Arabica,Mundo Novo,Blue-Green,150,1.0,150.0,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,0.12,82.25
United States,2013,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Bluish-Green,6,45.3592,272.15520000000004,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,0.0,82.25
Mexico,2013,lusso lab,Arabica,Other,,2,2.0,4.0,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,0.1,82.17
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Bluish-Green,250,70.0,17500.0,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,0.0,82.17
Colombia,2013,cafe politico,Arabica,,Green,1,2.26796,2.26796,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,0.11,82.08
Costa Rica,2013,"ceca, s.a.",Arabica,Caturra,Green,150,69.0,10350.0,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,0.11,82.08
Thailand,2013,doi tung development project,Arabica,,Green,1,1.0,1.0,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,0.11,82.0
Costa Rica,2013,eric thormaehlen,Arabica,Catuai,Green,250,1.0,250.0,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,0.1,82.0
Colombia,2013,racafe & cia s.c.a,Arabica,Caturra,Green,250,70.0,17500.0,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,0.11,82.0
Nicaragua,2013,chris finch,Arabica,,Green,275,2.26796,623.689,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,0.12,81.92
Mexico,2013,calixto guillen vazquez,Arabica,Bourbon,Green,450,1.0,450.0,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,0.12,81.92
Colombia,2013,racafe & cia s.c.a,Arabica,Caturra,Bluish-Green,50,70.0,3500.0,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,0.0,81.83
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.83,7.67,7.33,7.33,7.67,7.83,9.33,9.33,0.11,81.83
Brazil,2013,cafe politico,Arabica,,Bluish-Green,1,2.26796,2.26796,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,0.1,81.75
"Tanzania, United Republic Of",2013,tembo coffee company ltd,Arabica,Other,Green,10,60.0,600.0,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,0.12,81.67
Indonesia,2013,chris finch,Arabica,Sumatra,Bluish-Green,320,4.0,1280.0,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,0.11,81.67
Costa Rica,2013,"ceca, s.a.",Arabica,Caturra,Green,275,69.0,18975.0,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,0.11,81.67
Mexico,2013,fredy gordillo reyes,Arabica,Typica,Green,310,1.0,310.0,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,0.12,81.67
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,0.12,81.58
Mexico,2013,fredy gordillo reyes,Arabica,Typica,Green,310,1.0,310.0,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,0.12,81.58
Haiti,2013,myriam kaplan-pasternak,Arabica,Blue Mountain,Bluish-Green,300,1.814368,544.3104,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,0.11,81.5
Mexico,2013,alfredo bojalil,Arabica,Typica,Green,250,1.0,250.0,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,0.13,81.5
Peru,2013,dane loraas,Arabica,,Bluish-Green,280,2.26796,635.0288,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,0.1,81.42
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,0.12,81.42
Guatemala,2013,juan luis alvarado romero,Arabica,Caturra,Green,250,69.0,17250.0,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,0.11,81.25
Brazil,2013,bourbon specialty coffees,Arabica,Catuai,Green,300,1.0,300.0,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,0.11,81.17
United States,2013,german negron,Arabica,Other,Green,18,2.26796,40.82328,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,0.0,81.08
Uganda,2013,kyagalanyi ltd,Arabica,SL14,Green,320,60.0,19200.0,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,0.12,81.0
Nicaragua,2013,chris finch,Arabica,Caturra,Green,275,0.453592,124.7378,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,0.1,80.92
Guatemala,2013,the coffee source inc.,Arabica,Caturra,Green,250,1.0,250.0,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,0.11,80.83
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,0.12,80.67
United States,2013,eileen koyanagi,Arabica,Hawaiian Kona,Green,10,45.3592,453.592,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,0.11,80.5
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,0.12,80.5
El Salvador,2013,lusso lab,Arabica,Bourbon,Green,2,2.0,4.0,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,0.0,80.42
China,2013,adam ciruli ye,Arabica,Other,Green,1,2.0,2.0,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,0.17,80.42
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,0.11,80.33
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,0.11,80.17
Nicaragua,2013,honor dela fuente,Arabica,,Green,1,2.26796,2.26796,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,0.1,80.08
Mexico,2013,calixto guillen vazquez,Arabica,Bourbon,Green,400,1.0,400.0,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,0.12,79.92
Thailand,2013,doi tung development project,Arabica,,Green,1,1.0,1.0,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,0.12,79.75
Peru,2013,dane loraas,Arabica,,Green,320,2.26796,725.7472,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,0.12,79.75
Costa Rica,2013,the coffee source inc.,Arabica,Catuai,Bluish-Green,275,2.0,550.0,7.58,7.5,7.67,7.75,7.67,7.58,8.0,10.0,0.1,79.75
Mexico,2013,fredy gordillo reyes,Arabica,Typica,Green,310,1.0,310.0,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,0.12,79.75
Mexico,2013,leonides de la cruz lopez,Arabica,Bourbon,Green,275,1.0,275.0,7.58,7.08,6.92,7.58,7.5,6.92,10.0,10.0,0.13,79.75
Mexico,2013,calixto guillen vazquez,Arabica,Bourbon,Green,380,1.0,380.0,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,0.12,79.75
Thailand,2013,doi tung development project,Arabica,,Blue-Green,1,1.0,1.0,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,0.12,79.67
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,0.11,79.67
Mexico,2013,fredy gordillo reyes,Arabica,Typica,Green,310,1.0,310.0,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,0.12,79.67
Colombia,2013,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.83,7.5,7.42,7.42,7.67,7.5,10.0,10.0,0.0,79.5
